time,longitude,latitude,speed,bearing,accuracy
1385835727480,7.58810065,50.34390196,1.75,16.8,5.0
1385835727480,7.58810065,50.34390196,1.75,16.8,5.0
1385835726836,7.58809391,50.34388501,2.0,18.6,5.0
1385835726836,7.58809391,50.34388501,2.0,18.6,5.0
1385835725564,7.5880853,50.34386771,1.0,44.8,5.0
1385835725564,7.5880853,50.34386771,1.0,44.8,5.0
1385835724600,7.58807164,50.34385689,2.304886,24.2,5.0
1385835724600,7.58807164,50.34385689,2.304886,24.2,5.0
1385835715409,7.58789269,50.34376524,2.9261749,9.5,7.0
1385835715409,7.58789269,50.34376524,2.9261749,9.5,7.0
1385835709698,7.58781753,50.34360938,1.25,20.7,8.0
1385835709698,7.58781753,50.34360938,1.25,20.7,8.0
1385835709021,7.58780493,50.34359241,1.25,17.0,8.0
1385835709021,7.58780493,50.34359241,1.25,17.0,8.0
1385835705153,7.58777574,50.34354366,1.118034,43.7,9.0
1385835704678,7.58776634,50.34353738,1.118034,43.7,6.0
1385835704678,7.58776634,50.34353738,1.118034,43.7,6.0
1385835689941,7.58773755,50.3433342,0.559017,119.0,6.0
1385835689941,7.58773755,50.3433342,0.559017,119.0,6.0
1385835689741,7.5875404,50.3430916,,,52.0
1385835689741,7.5875404,50.3430916,,,52.0
1385835688935,7.58773932,50.34332323,0.559017,119.0,7.0
1385835688935,7.58773932,50.34332323,0.559017,119.0,7.0
1385835687943,7.58775183,50.34331004,1.0,,6.0
1385835687943,7.58775183,50.34331004,1.0,,6.0
1385835687035,7.58773396,50.34330341,1.5,,7.0
1385835687035,7.58773396,50.34330341,1.5,,7.0
1385835679622,7.58749006,50.34337136,0.0,,5.0
1385835677451,7.5874381,50.34337483,0.0,,5.0
1385835676502,7.58741038,50.34336604,0.70710677,341.3,5.0
1385835676502,7.58741038,50.34336604,0.70710677,341.3,5.0
1385835663517,7.58749965,50.3431583,0.559017,310.8,4.0
1385835663517,7.58749965,50.3431583,0.559017,310.8,4.0
1385835654567,7.58757128,50.34316197,1.118034,1.5,8.0
1385835654567,7.58757128,50.34316197,1.118034,1.5,8.0
1385835654019,7.58758752,50.34315278,1.3462912,357.4,9.0
1385835654019,7.58758752,50.34315278,1.3462912,357.4,9.0
1385835652505,7.58760298,50.3431432,1.8027756,358.7,10.0
1385835652505,7.58760298,50.3431432,1.8027756,358.7,10.0
1385835647714,7.58764569,50.34310355,1.677051,44.1,12.0
1385835647714,7.58764569,50.34310355,1.677051,44.1,12.0
1385835644720,7.588217,50.3427886,,,77.0
1385835644720,7.588217,50.3427886,,,77.0
1385835644383,7.58766332,50.34308193,1.677051,358.8,9.0
1385835644383,7.58766332,50.34308193,1.677051,358.8,9.0
1385835643832,7.58766997,50.34307381,1.4142135,358.8,9.0
1385835643832,7.58766997,50.34307381,1.4142135,358.8,9.0
1385835642359,7.58767846,50.34306358,1.0,43.4,9.0
1385835642359,7.58767846,50.34306358,1.0,43.4,9.0
1385835641392,7.58767877,50.34305292,1.0,48.2,8.0
1385835641392,7.58767877,50.34305292,1.0,48.2,8.0
1385835621333,7.58797956,50.34292479,3.363406,294.2,4.0
1385835621333,7.58797956,50.34292479,3.363406,294.2,4.0
1385835620355,7.58802289,50.34291483,0.9013878,288.8,6.0
1385835620355,7.58802289,50.34291483,0.9013878,288.8,6.0
1385835608723,7.58816822,50.3428885,2.0155644,275.3,5.0
1385835608723,7.58816822,50.3428885,2.0155644,275.3,5.0
1385835604552,7.58825273,50.34287687,1.8027756,285.1,3.0
1385835603287,7.58826974,50.34287972,1.9525625,321.9,4.0
1385835603287,7.58826974,50.34287972,1.9525625,321.9,4.0
1385835602340,7.58828096,50.34287057,1.9525625,321.9,3.0
1385835602340,7.58828096,50.34287057,1.9525625,321.9,3.0
1385835600645,7.58831845,50.34286474,1.8027756,316.6,3.0
1385835599641,7.5884627,50.3426626,,,49.0
1385835599641,7.5884627,50.3426626,,,49.0
1385835599375,7.58834125,50.34286326,1.8027756,308.3,3.0
1385835599375,7.58834125,50.34286326,1.8027756,308.3,3.0
1385835574587,7.58868465,50.34272897,1.25,219.6,3.0
1385835573948,7.58869152,50.34274542,1.25,219.4,4.0
1385835573948,7.58869152,50.34274542,1.25,219.4,4.0
1385835572652,7.58870174,50.34276348,1.75,213.0,4.0
1385835572652,7.58870174,50.34276348,1.75,213.0,4.0
1385835571377,7.58871429,50.34278215,1.5811388,221.4,4.0
1385835571377,7.58871429,50.34278215,1.5811388,221.4,4.0
1385835570732,7.58872501,50.3427991,1.8200275,238.3,4.0
1385835570732,7.58872501,50.3427991,1.8200275,238.3,4.0
1385835569474,7.58874331,50.34281508,1.5,216.2,4.0
1385835569474,7.58874331,50.34281508,1.5,216.2,4.0
1385835568832,7.58876725,50.34282819,1.9525625,231.8,4.0
1385835568832,7.58876725,50.34282819,1.9525625,231.8,4.0
1385835567536,7.58879515,50.34283446,2.0615528,260.8,4.0
1385835567536,7.58879515,50.34283446,2.0615528,260.8,4.0
1385835566907,7.58882914,50.34283544,2.828427,280.6,4.0
1385835566907,7.58882914,50.34283544,2.828427,280.6,4.0
1385835565649,7.58884979,50.34283419,2.4622145,280.2,4.0
1385835565649,7.58884979,50.34283419,2.4622145,280.2,4.0
1385835564393,7.58888056,50.34284777,3.1622777,345.8,4.0
1385835564393,7.58888056,50.34284777,3.1622777,345.8,4.0
1385835563392,7.58888413,50.34283871,3.1622777,345.8,3.0
1385835563392,7.58888413,50.34283871,3.1622777,345.8,3.0
1385835562421,7.58888604,50.34284069,1.6007811,169.9,3.0
1385835562421,7.58888604,50.34284069,1.6007811,169.9,3.0
1385835561775,7.58887854,50.342851,1.8200275,228.7,3.0
1385835561775,7.58887854,50.342851,1.8200275,228.7,3.0
1385835560376,7.58886896,50.34286477,1.118034,66.1,5.0
1385835560376,7.58886896,50.34286477,1.118034,66.1,5.0
1385835559377,7.5888728,50.34287532,1.5206907,66.1,5.0
1385835559377,7.5888728,50.34287532,1.5206907,66.1,5.0
1385835558376,7.58887147,50.34287336,1.5206907,66.1,4.0
1385835558376,7.58887147,50.34287336,1.5206907,66.1,4.0
1385835557365,7.5888934,50.34287907,2.6100767,66.1,4.0
1385835557365,7.5888934,50.34287907,2.6100767,66.1,4.0
1385835556376,7.58888293,50.34287325,1.5,239.2,4.0
1385835556376,7.58888293,50.34287325,1.5,239.2,4.0
1385835555374,7.58889375,50.34288636,3.0413814,270.3,6.0
1385835555374,7.58889375,50.34288636,3.0413814,270.3,6.0
1385835554621,7.58914,50.3427594,,,27.0
1385835554621,7.58914,50.3427594,,,27.0
1385835554373,7.58893579,50.34288622,3.0413814,270.3,4.0
1385835554373,7.58893579,50.34288622,3.0413814,270.3,4.0
1385835553373,7.58898487,50.34288865,3.2882366,273.2,3.0
1385835553373,7.58898487,50.34288865,3.2882366,273.2,3.0
1385835552384,7.58905278,50.34288694,2.0,259.3,5.0
1385835552384,7.58905278,50.34288694,2.0,259.3,5.0
1385835551552,7.58907967,50.34289019,2.0,259.3,3.0
1385835551552,7.58907967,50.34289019,2.0,259.3,3.0
1385835550928,7.58911647,50.34289366,2.0615528,276.1,3.0
1385835550928,7.58911647,50.34289366,2.0615528,276.1,3.0
1385835549619,7.58915004,50.34289311,2.0615528,276.9,3.0
1385835549619,7.58915004,50.34289311,2.0615528,276.9,3.0
1385835548421,7.58918538,50.34289329,2.4622145,275.4,3.0
1385835548421,7.58918538,50.34289329,2.4622145,275.4,3.0
1385835547692,7.58921358,50.34289696,2.7041636,272.7,3.0
1385835547692,7.58921358,50.34289696,2.7041636,272.7,3.0
1385835546416,7.58923753,50.3429019,1.3462912,221.2,4.0
1385835546416,7.58923753,50.3429019,1.3462912,221.2,4.0
1385835545369,7.58927232,50.34290967,1.118034,205.1,4.0
1385835545369,7.58927232,50.34290967,1.118034,205.1,4.0
1385835544488,7.58927894,50.34291869,1.118034,205.1,3.0
1385835544488,7.58927894,50.34291869,1.118034,205.1,3.0
1385835543881,7.58930497,50.34292199,2.0615528,267.0,3.0
1385835543881,7.58930497,50.34292199,2.0615528,267.0,3.0
1385835598212,7.58835906,50.34286246,1.8027756,286.8,5.0
1385835598212,7.58835906,50.34286246,1.8027756,286.8,5.0
1385835597887,7.58837745,50.3428589,1.8027756,286.8,3.0
1385835597887,7.58837745,50.3428589,1.8027756,286.8,3.0
1385835593374,7.58843509,50.34283574,1.8027756,314.6,5.0
1385835593374,7.58843509,50.34283574,1.8027756,314.6,5.0
1385835592503,7.58845077,50.34282584,1.8027756,314.6,3.0
1385835592503,7.58845077,50.34282584,1.8027756,314.6,3.0
1385835591370,7.58846589,50.342818,2.5,321.6,4.0
1385835591370,7.58846589,50.342818,2.5,321.6,4.0
1385835590371,7.58848397,50.34280583,1.3462912,327.0,5.0
1385835590371,7.58848397,50.34280583,1.3462912,327.0,5.0
1385835589375,7.58849428,50.34279607,1.5811388,324.9,6.0
1385835589375,7.58849428,50.34279607,1.5811388,324.9,6.0
1385835588383,7.58850564,50.34278572,1.5811388,324.9,4.0
1385835588383,7.58850564,50.34278572,1.5811388,324.9,4.0
1385835587381,7.58851551,50.34277507,1.5811388,322.0,3.0
1385835587381,7.58851551,50.34277507,1.5811388,322.0,3.0
1385835586388,7.58852561,50.34276506,1.6007811,330.8,3.0
1385835586388,7.58852561,50.34276506,1.6007811,330.8,3.0
1385835585409,7.58853335,50.34275437,1.9525625,315.8,4.0
1385835585409,7.58853335,50.34275437,1.9525625,315.8,4.0
1385835584374,7.58854975,50.34274703,1.3462912,343.8,4.0
1385835584374,7.58854975,50.34274703,1.3462912,343.8,4.0
1385835583380,7.58854793,50.34273518,1.5811388,307.9,5.0
1385835583380,7.58854793,50.34273518,1.5811388,307.9,5.0
1385835582912,7.58856487,50.34272675,1.5811388,307.9,3.0
1385835582912,7.58856487,50.34272675,1.5811388,307.9,3.0
1385835581643,7.58857978,50.34271809,1.5811388,308.9,3.0
1385835581643,7.58857978,50.34271809,1.5811388,308.9,3.0
1385835580875,7.58859962,50.34270962,1.5811388,337.7,3.0
1385835580875,7.58859962,50.34270962,1.5811388,337.7,3.0
1385835579710,7.58861546,50.3427028,1.8200275,295.9,4.0
1385835579710,7.58861546,50.3427028,1.8200275,295.9,4.0
1385835577393,7.58864765,50.34270716,1.5811388,285.8,4.0
1385835577393,7.58864765,50.34270716,1.5811388,285.8,4.0
1385835576507,7.58866924,50.34270325,1.5811388,285.8,3.0
1385835576507,7.58866924,50.34270325,1.5811388,285.8,3.0
1385835575873,7.58867802,50.34271396,1.3462912,251.6,3.0
1385835575873,7.58867802,50.34271396,1.3462912,251.6,3.0
1385835574587,7.58868465,50.34272897,1.25,219.6,3.0
1385835542593,7.58933771,50.34292237,1.5,268.7,3.0
1385835542593,7.58933771,50.34292237,1.5,268.7,3.0
1385835541948,7.58936105,50.34292224,1.75,277.3,3.0
1385835541948,7.58936105,50.34292224,1.75,277.3,3.0
1385835540675,7.5893836,50.34292307,1.75,280.2,3.0
1385835540675,7.5893836,50.34292307,1.75,280.2,3.0
1385835539375,7.5894067,50.34292269,0.9013878,224.0,3.0
1385835539375,7.5894067,50.34292269,0.9013878,224.0,3.0
1385835538399,7.58941965,50.3429275,0.9013878,224.0,4.0
1385835538399,7.58941965,50.3429275,0.9013878,224.0,4.0
1385835537367,7.58943149,50.34292329,1.5811388,205.2,6.0
1385835537367,7.58943149,50.34292329,1.5811388,205.2,6.0
1385835536820,7.58944115,50.34293644,1.5811388,205.2,4.0
1385835536820,7.58944115,50.34293644,1.5811388,205.2,4.0
1385835535387,7.5894429,50.34294771,1.25,203.6,6.0
1385835535387,7.5894429,50.34294771,1.25,203.6,6.0
1385835534475,7.58947172,50.34297836,1.25,197.9,6.0
1385835534475,7.58947172,50.34297836,1.25,197.9,6.0
1385835533447,7.58948255,50.3430018,1.0,192.7,7.0
1385835533447,7.58948255,50.3430018,1.0,192.7,7.0
1385835532381,7.58947529,50.34303563,1.0,205.1,8.0
1385835532381,7.58947529,50.34303563,1.0,205.1,8.0
1385835531398,7.58948835,50.34306648,0.9013878,128.8,8.0
1385835531398,7.58948835,50.34306648,0.9013878,128.8,8.0
1385835528958,7.58949364,50.3431227,0.75,128.8,12.0
1385835528958,7.58949364,50.3431227,0.75,128.8,12.0
1385835527940,7.589494,50.34313569,0.75,128.8,16.0
1385835527940,7.589494,50.34313569,0.75,128.8,16.0
1385835526958,7.58949774,50.34313812,0.0,,21.0
1385835526958,7.58949774,50.34313812,0.0,,21.0
1385835525952,7.58947357,50.34321952,0.0,,24.0
1385835525952,7.58947357,50.34321952,0.0,,24.0
1385835524958,7.58948079,50.34325782,0.0,,29.0
1385835524958,7.58948079,50.34325782,0.0,,29.0
1385835510569,7.589783,50.3427029,,,42.0
1385835510569,7.589783,50.3427029,,,42.0

